<b>abreast</b><br><span style='color:#7aa2f7'>uh-BREST</span>	<b>Side by side; or level with something that keeps moving.</b><hr><b>Literally:</b> side by side and facing the same way, in a single line — <i>three abreast</i>, <i>marching abreast</i>.<br><br><b>Figuratively (with <i>of</i>):</b> level with something that keeps moving — <i>keep abreast of the research, of the law, of your rivals</i>.<br><br>The figurative sense is not simply &quot;informed.&quot; It carries the sense of a race you can lose: the subject moves on, and you have to keep pulling level with it. Saying you&#x27;re <i>abreast of</i> developments quietly claims ongoing effort, which is why it belongs to briefings, journalism and annual reviews rather than casual talk — nobody says they&#x27;re abreast of their friend&#x27;s gossip.<hr><i>If you&#x27;re abreast <b>of</b> it, it&#x27;s moving — the news, the field, the rivals.</i><br>The word takes <i>of</i> only for things that keep advancing, which is exactly why it means &quot;not falling behind&quot; rather than merely &quot;knowing.&quot;<hr>1. Compliance officers are expected to keep <b>abreast of</b> amendments to the statute as they are gazetted.<hr>2. Walk single file here — you can&#x27;t go three <b>abreast</b> on a path this narrow.<hr>Cyclists &quot;riding <b>two abreast</b>&quot; — the phrase every driver, road sign and highway-code argument uses for bikes side by side in one lane.<hr><b>a-</b> (&quot;on, in&quot;) + <b>breast</b> — chests in one line, nobody&#x27;s ahead. That <i>a-</i> prefix is a whole GRE family: <b>afoot</b>, <b>aloft</b>, <b>ashore</b>, <b>askew</b>, <b>awry</b>.	g20 register::neutral connotation::neutral second-meaning::nautical-words-on-dry-land
<b>abrogate</b><br><span style='color:#7aa2f7'>AB-ruh-gayt</span>	<b>To repeal or abolish formally, by official authority.</b><hr>To <b>formally abolish or repeal</b> something that was officially in force — a law, a treaty, a constitutional provision, a right.<br><br>This is cancellation <b>from above, on the record</b>. You can&#x27;t abrogate a habit or a friendship; the object has to be something that was enacted, and the subject has to be a body with the authority to unenact it — a parliament, a court, a state. Where <i>revoke</i> is everyday and <i>annul</i> says &quot;it was never valid,&quot; <i>abrogate</i> says &quot;it was valid, and we have struck it off.&quot; The word carries the weight of the instrument being destroyed, which is why it so often shows up when someone is angry about it.<hr>⚠️ <b>abrogate ≠ arrogate.</b><br>- <b>abrogate</b> = <i>ab-</i> away → you <b>cancel</b> a law<br>- <b>arrogate</b> = <i>ad-</i> toward → you <b>grab</b> a power that isn&#x27;t yours (<i>he arrogated to himself the right to decide</i>)<br><br>One letter, opposite direction of travel.<hr><i><b>AB</b>rogate = <b>AB</b>olish. Same two letters, same act, and both need someone in power to do it.</i><br>If the sentence&#x27;s subject couldn&#x27;t plausibly abolish the thing by decree, the word is wrong.<hr>1. The incoming government moved to <b>abrogate</b> the trade treaty its predecessor had signed only eighteen months earlier.<hr>2. You can&#x27;t just <b>abrogate</b> the tenancy agreement because you found a better tenant.<hr>India&#x27;s <b>abrogation of Article 370</b> in August 2019 — the word was in every headline, every debate, for months. Note what it attached to: a constitutional provision, struck off by the state. Textbook usage.<hr>Latin <b>ab-</b> (<i>away</i>) + <b>rogāre</b> (<i>to ask, to propose a law</i>). In Rome, to propose a bill was <i>rogāre lēgem</i>; to repeal it was <i>abrogāre</i> — to ask it away.<br><br><i>Rogāre</i> is a workhorse root: <b>interrogate</b> (question between), <b>derogatory</b> (asking down, belittling), <b>prerogative</b> (asked first — the privilege claimed ahead of others), <b>surrogate</b>, <b>arrogate</b>.	g31 register::formal connotation::depends meaning::annul-by-authority
<b>abscond</b><br><span style='color:#7aa2f7'>ab-SKOND</span>	<b>To flee secretly, usually with stolen money.</b><hr>To <b>leave secretly and in a hurry</b> — typically to dodge arrest, and typically with money or property that isn&#x27;t yours.<br><br>This isn&#x27;t plain fleeing. <i>Flee</i> can be innocent (people flee fires); <i>abscond</i> presumes guilt. The word carries a whiff of the courtroom and the ledger: bail is skipped, a treasurer vanishes, a trustee disappears with the fund. It also usually takes <b>with</b> — you abscond <i>with</i> something. Someone who merely runs away has escaped; someone who absconds has escaped <b>and taken the cash</b>.<hr><i><b>ABS</b>ent + <b>CON</b> — the con man goes absent, and so does the money.</i><br>The two syllables hand you both halves of the meaning: the disappearance and the crime behind it.<hr>1. The firm&#x27;s treasurer <b>absconded</b> to a jurisdiction with no extradition treaty, taking eleven years of client deposits with him.<hr>2. My flatmate <b>absconded</b> with the deposit and left me to explain it to the landlord.<hr>It&#x27;s live legal vocabulary, not just exam vocabulary: parole boards and bail courts formally class someone who skips supervision as an <b>absconder</b>, and that&#x27;s the word that shows up in the news when a fraudster boards a flight.<hr>Latin <b>abscondere</b> = <i>ab-</i> (away) + <i>condere</i> (to stow, to hide) — literally <i>to stash yourself away</i>.<br><br>Same <i>condere</i> gives <b>recondite</b>, &quot;hidden away, obscure&quot; — the knowledge equivalent of absconding.	g29 register::formal connotation::negative
<b>abstain</b><br><span style='color:#7aa2f7'>ab-STAYN</span>	<b>Deliberately hold back from something, or decline to vote.</b><hr>To <b>deliberately hold back</b> from doing something you could perfectly well do — drinking, eating, speaking, voting.<br><br>The key is that it&#x27;s chosen and usually sustained. You don&#x27;t abstain because you can&#x27;t; you abstain because you&#x27;ve decided not to, often on principle, health, or religious grounds. <i>Refrain</i> is a single moment of restraint (&quot;he refrained from replying&quot;); <i>abstain</i> is a standing policy (&quot;she abstained for a year&quot;). It also has a precise institutional sense: to formally decline to vote either way — present, counted, but neither yes nor no.<hr><i><b>Ab-STAIN</b> — you stay <i>away</i> so it can&#x27;t <i>stain</i> you. The stain was available; you declined it.</i><br>The hidden word &quot;stain&quot; locks in the flavour of self-denial by choice, not by inability.<hr>1. Three members voted in favour, two against, and the chairman <b>abstained</b>, unwilling to commit the board either way.<hr>2. He&#x27;s <b>abstaining</b> this month — no beer, no wine, nothing, and he&#x27;s insufferable about it.<hr>Any committee, parliament, or UN vote has three buttons: <b>Yes</b>, <b>No</b>, and <b>Abstain</b> — the official way to be present and still refuse to pick a side.<hr>Latin <b>abs-</b> (<i>away</i>) + <b>tenēre</b> (<i>to hold</i>) — literally <i>to hold yourself away from</i>.<br><br>That <b>tenēre</b> is a workhorse root: <b>contain, retain, detain, sustain, tenacious, tenet, tenure, tenable, abstinence</b>. Anything that grips or holds.	g04 register::formal connotation::neutral antonym::held-in-check-vs-spilling-over antonym::self-denial-vs-self-indulgence meaning::hold-yourself-back root::root:-ten-re-to-hold-holding-back-holdin
<b>abstract</b><br><span style='color:#7aa2f7'>AB-strakt</span>	<b>Existing as an idea, not a thing; also, a summary.</b><hr><b>Adj.:</b> existing as an idea rather than a physical thing; general and theoretical rather than tied to particular cases.<br><b>Noun:</b> a <b>summary</b> — the condensed version at the head of a paper.<br><b>Verb (ab-STRAKT):</b> to <b>draw out</b>, extract, or reduce something to its essentials.<br><br>All three senses are one motion: pulling the idea <i>off</i> the object. Note that <b>abstract is not vague</b> — mathematics is maximally abstract and perfectly exact; vagueness is imprecision, abstraction is distance from the concrete. Neutral in itself, but in an argument &quot;that&#x27;s too abstract&quot; is a complaint: the point has floated free of any real case.<hr><b>abstract ≠ abstruse.</b> <i>Abstract</i> = removed from the concrete (an abstract principle). <i>Abstruse</i> = obscure, hard to follow (an abstruse proof). An abstract idea can be crystal clear; an abstruse one, by definition, isn&#x27;t.<hr><i>Stress it like a verb and it <b>moves</b>: to ab-STRACT is to pull something out — leave it <b>AB</b>-stract and it just sits there as an idea.</i><br>Front-stress gives you the pulled-<i>away</i> result (the summary, the theory), end-stress gives you the act of pulling.<hr>1. Rawls&#x27;s principle stays <b>abstract</b> until someone applies it to an actual tax code.<hr>2. Can you stop being so <b>abstract</b> for a second and just tell me what I&#x27;m doing on Monday?<hr>Every paper you open on arXiv starts with the <b>Abstract</b> — the whole argument dragged out and set down in one paragraph.<hr>Latin <b>abs-</b> (<i>away</i>) + <b>trahere, tractus</b> (<i>to drag, pull</i>) — literally &quot;pulled away.&quot;<br><br>That root is a GRE goldmine: <b>extract, retract, distract, subtract, protract, contract, attract, traction, tractor</b>. All of them are something being pulled — out, back, apart, or along.	g28 register::neutral connotation::depends antonym::solid-enough-to-touch-vs-dissolving-in-t meaning::boil-it-down root::root:-trahere-tractus-to-drag-pull-abs-- second-meaning::classroom-words-with-a-technical-second-
<b>abstruse</b><br><span style='color:#7aa2f7'>ab-STROOS</span>	<b>Deep and hard to grasp without specialist knowledge.</b><hr>Hard to understand because the subject matter is deep, technical, or specialised — the kind of thing you can&#x27;t follow without the right training.<br><br><i>Obscure</i> just means little-known; <b>abstruse</b> means the difficulty is in the content itself. A footnote on medieval tax law is obscure; a proof in category theory is abstruse. It nearly always carries a faint complaint — the speaker suspects the difficulty could have been avoided, that the writer went abstruse when plain would have done.<hr><b>abstruse ≠ obtuse.</b> <i>Abstruse</i> describes the <b>material</b> (too deep to follow); <i>obtuse</i> describes the <b>person</b> (too dull to follow it). &quot;An abstruse lecture&quot; is a compliment to the topic; &quot;an obtuse student&quot; is an insult.<hr><i><b>Abstruse</b> = a <b>recluse</b> of an idea — it lives shut away where only specialists visit.</i><br>The rhyme fixes both the sound (-<i>STROOS</i> / -<i>CLOOS</i>) and the nuance: the meaning isn&#x27;t lost, it&#x27;s holed up behind jargon.<hr>1. His later papers grew so <b>abstruse</b> that even colleagues in the field read them with a pencil in hand.<hr>2. Skip chapter four — it gets <b>abstruse</b> fast and you don&#x27;t need any of it for the exam.<hr>Latin <b>abs-</b> (<i>away</i>) + <b>trūdere</b> (<i>to thrust, push</i>) — literally <i>pushed out of sight</i>, hidden away.<br><br>That verb is quietly everywhere: <b>intrude</b> (thrust in), <b>protrude</b> (thrust forward), <b>extrude</b> (thrust out), <b>obtrude</b> (thrust in someone&#x27;s face) — and <b>unobtrusive</b>, which doesn&#x27;t push itself on you at all.	g32 register::formal connotation::negative antonym::crystal-clear-vs-impenetrable connotation::obscurity-blamed-on-the-writer intensity::unclear-to-impossible meaning::obscure-to-all-but-specialists
<b>accentuate</b><br><span style='color:#7aa2f7'>ak-SEN-choo-ayt</span>	<b>To make an existing feature stand out more sharply.</b><hr>To <b>make something already present stand out more</b> — to heighten, sharpen, throw into relief.<br><br>The key limit: you can only accentuate what&#x27;s <b>already there</b>. A belt accentuates a waist that exists; a recession accentuates inequality that existed. Compare <i>emphasise</i>, which is about what a speaker chooses to stress, and <i>exaggerate</i>, which inflates past the truth — accentuate stays honest, it just turns the contrast up. It works on features (a cheekbone, a curve), on effects (a flaw, a divide, a colour), and it cuts both ways: what gets accentuated can be a virtue or a defect.<hr>⚠️ <b>accentuate ≠ attenuate.</b> Two syllables apart, exact opposites: <b>accentuate</b> turns it <i>up</i>; <b>attenuate</b> thins it <i>down</i> (an attenuated signal, an attenuated virus).<hr><i><b>accent</b>uate = put an <b>accent</b> on it. The accent mark adds no letter — it just makes one syllable louder.</i><br>That&#x27;s the whole nuance: nothing new is created, something existing is just made to stand out.<hr>1. The low evening light <b>accentuated</b> every crack in the plaster.<hr>2. That jacket really <b>accentuates</b> your shoulders — wear it.<hr>The 1944 standard <b>&quot;Ac-Cent-Tchu-Ate the Positive&quot;</b> — <i>&quot;You&#x27;ve got to accentuate the positive, eliminate the negative&quot;</i> — still the phrase most people have heard the word in.<hr>Latin <b>ad-</b> (<i>to</i>) + <b>cantus</b> (<i>song</i>) → <i>accentus</i>, literally &quot;song added to speech&quot; — the rise and fall that marks a stressed syllable. The Romans heard stress as <b>singing</b>.<br><br>That <i>cantare</i> root is a GRE goldmine: <b>chant</b>, <b>enchant</b> (sing a spell onto someone), <b>incantation</b>, <b>recant</b> (sing it back), <b>cantata</b>, <b>descant</b>.	g08 register::neutral connotation::depends meaning::accentuate-underscore-amplify-turning-up root::root:-cant-re-cantus-to-sing-song-the-bu
<b>accessible</b><br><span style='color:#7aa2f7'>uhk-SES-uh-buhl</span>	<b>Easy to reach, obtain, approach, or understand.</b><hr>Able to be <b>reached, entered, obtained, or understood</b> — the barrier is low.<br><br>Three shades the GRE plays with. Physical: a road, a summit, a building. Available: records, funding, evidence <i>accessible to researchers</i>. And the one that actually gets tested — <b>intelligible to a non-specialist</b>: an accessible history of the Reformation is one a beginner can follow.<br><br>Applied to a person it means <b>approachable</b> — the professor who keeps real office hours, the boss who answers his own email. Praise, usually. But in criticism it can turn faintly dismissive: <i>accessible</i> poetry, <i>accessible</i> pop, meaning it asks nothing of you. The word never describes the seeker&#x27;s effort, only the thing&#x27;s openness.<hr><i><b>-ible</b> sits on the <b>thing</b>: a book is accessible, a reader never is.</i><br>The suffix marks what <i>can be got at</i>, so the word always measures how open the object is, not how clever or determined you are.<hr>1. Her lectures were prized for making quantum mechanics <b>accessible</b> without ever making it wrong.<hr>2. He runs the whole company and he&#x27;s still weirdly <b>accessible</b> — he&#x27;ll actually reply to your email.<hr>The <b>Accessibility</b> menu on your phone — bigger text, voice control, colour filters — is this word as a product feature: removing the barrier rather than blaming the user. Same idea as the ♿ symbol on a ramp.<hr>Latin <b>ad-</b> (<i>to</i>) + <b>cedere</b> (<i>to go, to yield</i>) → <i>accedere</i>, &quot;to approach.&quot;<br><br><b>cedere</b> is a GRE workhorse: <b>recede</b> (go back), <b>secede</b> (go apart), <b>precede</b> (go before), <b>concede</b> and <b>cede</b> (yield), <b>accede</b> (go along with), <b>exceed</b> (go beyond).	g18 register::neutral connotation::positive
<b>acclaim</b><br><span style='color:#7aa2f7'>uh-KLAYM</span>	<b>Loud, public, collective praise.</b><hr><b>Noun:</b> enthusiastic <b>public</b> praise. <b>Verb:</b> to praise loudly and publicly — or to declare someone something by shouted approval (<i>he was acclaimed king</i>).<br><br>Praise from one person is a compliment; acclaim is praise from a <b>crowd, a press, a field</b>. It&#x27;s collective, audible, and usually attaches to work rather than to character — a novel, a film, a performance. It also implies the verdict has settled: &quot;widely acclaimed&quot; means the argument is over.<hr>⚠️ <b>acclamation ≠ acclimation.</b><br>- <b>acclamation</b> = election or approval <b>by shout</b> (<i>carried by acclamation</i> — no ballot needed)<br>- <b>acclimation</b> = getting used to a <b>climate</b> or conditions<br><br>One is a roar of yes; the other is your body adjusting to altitude.<hr><i><b>Nobody <i>claims</i> their own acclaim — the crowd claims it for you, out loud.</b></i><br>The hidden word <i>claim</i> is the giveaway that this praise is asserted publicly by others, never awarded to yourself.<hr>1. Her second symphony met with an <b>acclaim</b> that the first, performed to an empty hall, had never come close to earning.<hr>2. The film flopped at the box office but got so much critical <b>acclaim</b> that everyone pretends they saw it.<hr><b>&quot;Critically acclaimed&quot;</b> — the badge on Netflix rows, movie posters, and book jackets. It&#x27;s the industry&#x27;s way of saying <i>the critics loved this even if you haven&#x27;t heard of it.</i><hr>Latin <b>ad-</b> (<i>toward</i>) + <b>clāmāre</b> (<i>to shout</i>) — literally <i>to shout toward.</i><br><br>That root is a GRE goldmine: <b>exclaim</b> (shout out), <b>proclaim</b> (shout forth), <b>declaim</b> (shout formally, orate), <b>clamour</b> (a crowd&#x27;s noise), <b>clamorous</b>. Every one of them is somebody making noise.	g17 register::neutral connotation::positive antonym::praising-to-the-skies-vs-tearing-down antonym::tongue-lashings-vs-praise-that-counts connotation::praise-loud-enough-to-stop-judging intensity::praise-to-worship meaning::loud-public-praise-and-who-s-doing-the-p
<b>accord</b><br><span style='color:#7aa2f7'>uh-KORD</span>	<b>Formal agreement or harmony; to grant, or be consistent with.</b><hr><b>Noun:</b> a formal agreement between parties — especially nations; more loosely, a state of harmony.<br><b>Verb:</b> to <b>grant</b> something (a right, a status, a courtesy) formally, or to <b>be consistent with</b> (&quot;her story <i>accords with</i> the evidence&quot;).<br><br><i>Agreement</i> is the everyday word; <b>accord</b> is the one that gets signed in a room with flags — treaty register, diplomatic weight. The verb is equally elevated: you don&#x27;t <i>accord</i> someone a sandwich, you accord them recognition, honours, a hearing — it&#x27;s bestowal from a position that has the standing to bestow. Learn the frozen phrase too: <b>of one&#x27;s own accord</b> = unprompted, from nobody&#x27;s urging but your own.<hr><i>A <b>chord</b> is notes agreeing; an ac<b>cord</b> is parties agreeing — and both are harmony you can hear from across the room.</i><br>The sound hook also carries the register: a chord is deliberate and structured, and so is an accord — never a casual understanding but a composed, formal one.<hr>1. The 1998 <b>accord</b> held for a decade before either side seriously tested it.<hr>2. Nobody made her apologise — she did it of her own <b>accord</b>.<hr>The <b>Honda Accord</b> was named for exactly this: harmony between the car, its driver, and society. A word you&#x27;ve read on a boot lid a thousand times.<hr>Latin <b>ad-</b> (<i>to</i>) + <b>cor, cordis</b> (<i>heart</i>) — literally <i>bringing hearts together</i>. That&#x27;s why &quot;of one&#x27;s own accord&quot; means <i>from your own heart</i>.<br><br>One root, a whole GRE family: <b>concord</b> (hearts together — peace), <b>discord</b> (hearts apart — strife), <b>cordial</b> (warm, heartfelt), <b>courage</b> (heart), and <b>record</b> (originally <i>to call back to the heart</i> — to memorise).	g36 register::formal connotation::neutral antonym::settled-harmony-vs-open-feud meaning::formal-agreement-and-its-three-near-miss
<b>acolyte</b><br><span style='color:#7aa2f7'>AK-uh-lyte</span>	<b>A devoted follower or assistant; originally a priest&#x27;s helper.</b><hr>Literally, an <b>assistant who helps a priest at the altar</b> — the one carrying the candle. Figuratively, a <b>devoted follower or attendant</b> of a leader, thinker, or movement.<br><br>Outside church, it usually carries a curl of the lip. A <i>disciple</i> learns; a <i>supporter</i> agrees; an <b>acolyte</b> <i>serves</i> — junior, hovering, devoted past the point of independent judgement. Journalists reach for it when they want to say &quot;entourage&quot; without saying &quot;entourage.&quot; Calling someone a founder&#x27;s acolyte is never quite a compliment to the acolyte.<hr>⚠️ <b>acolyte ≠ neophyte.</b> An <b>acolyte</b> is defined by <i>whom he serves</i>; a <b>neophyte</b> is defined by <i>how little he knows</i>. A twenty-year acolyte is still an acolyte; a twenty-year neophyte is a contradiction.<hr><i>The aco<b>lyte</b> carries the <b>light</b> — and walks <i>behind</i> the man holding it.</i><br>The candle-bearer image locks in both halves of the word: real devotion, permanently second in line.<hr>1. Surrounded by <b>acolytes</b> who transcribed his every aside, the professor lost the habit of being contradicted.<hr>2. He&#x27;s not an advisor, he&#x27;s an <b>acolyte</b> — he&#x27;d agree with the boss twice on the same sentence.<hr>Star Wars: <b>The Acolyte</b> (2024) — the title means exactly this: not a Sith lord, but the devoted servant trailing one.<hr>Greek <b>akolouthos</b> = <i>&quot;follower, one who walks the same path&quot;</i> (<i>keleuthos</i> = path). The meaning hasn&#x27;t moved in two thousand years — someone walking behind you.	g19 register::formal connotation::depends connotation::devotion-that-stops-questioning meaning::below-the-master:-server-student-newcome second-meaning::church-words-for-secular-devotion
<b>acquiesce</b><br><span style='color:#7aa2f7'>ak-wee-ES</span>	<b>To give in quietly, without protest.</b><hr>To accept or go along with something <b>without protest</b> — to give in quietly.<br><br>The word carries the objection you swallowed. Someone who <i>agrees</i> is on board; someone who <b>acquiesces</b> had reservations and simply stopped fighting. It&#x27;s consent measured by silence rather than enthusiasm, and it usually implies a power gap — you acquiesce to a boss, a government, a stubborn spouse. Faintly disapproving: it hints at weakness, or at least at surrender.<br><br>Note the grammar the GRE likes: you acquiesce <b>in</b> or <b>to</b> a decision — never &quot;acquiesce a decision.&quot;<hr><i><b>AcQUIEsce</b> — you go <b>quiet</b>, and the silence counts as a yes.</i><br>The word has <i>quie(t)</i> sitting in the middle of it, which is exactly the kind of agreement it describes — you stop objecting rather than actually consent.<hr>1. The board <b>acquiesced in</b> the chairman&#x27;s proposal, though several members later admitted they had never believed in it.<hr>2. I didn&#x27;t want pineapple on it, but everyone else did, so I <b>acquiesced</b>.<hr><b>Oasis — &quot;Acquiesce&quot;</b> (1995), the Liam-and-Noel duet B-side that became one of their biggest live songs. The chorus — <i>because we need each other, we believe in one another</i> — is two brothers who fight constantly agreeing to stop fighting, which is precisely what the word means.<hr>Latin <b>quiēs / quiēscere</b> = <i>&quot;rest, be still&quot;</i>, plus <i>ad-</i> (&quot;to&quot;). To acquiesce is literally to <i>come to rest</i> about something — to stop struggling.<br><br>That root pays out across the GRE: <b>quiescent</b> (dormant, inactive), <b>quiet</b>, <b>tranquil</b>, and <b>requiem</b> (a mass for the <i>rest</i> of the dead).	g14 register::formal connotation::negative antonym::falling-in-line-vs-breaking-ranks antonym::refusing-to-budge-vs-caving-in connotation::giving-in-the-word-blames-you intensity::giving-in:-from-softening-to-surrender meaning::stop-resisting meaning::willing-to-go-along
<b>acquisitive</b><br><span style='color:#7aa2f7'>uh-KWIZ-uh-tiv</span>	<b>Eager to get and keep more — money, things, possessions.</b><hr>Keen to <b>get and keep more</b> — possessions, property, wealth, sometimes knowledge.<br><br>Where <i>greedy</i> is appetite and <i>grasping</i> is ugly, <b>acquisitive</b> is cold and settled: a standing disposition to accumulate rather than a flash of hunger. It&#x27;s the word for the collector, the empire-builder, the person who converts every impulse into a purchase. Mildly disapproving of people; entirely neutral in business (&quot;an acquisitive conglomerate&quot;) and even complimentary of a mind (&quot;an acquisitive intellect&quot; soaks things up).<hr>⚠️ <b>acquisitive ≠ inquisitive.</b> <i>Acquisitive</i> wants to <b>own</b> it; <i>inquisitive</i> wants to <b>know</b> it. One letter apart on the page, opposite appetites.<hr><i><b>Acquire</b> is sitting whole inside it — and <i>acquire</i> is a cold, transactional verb. Nobody &quot;acquires&quot; a sandwich.</i><br>That chill in <i>acquire</i> is exactly what separates acquisitive from plain greedy: accumulation as policy, not as hunger.<hr>1. Gilded Age fortunes were built by acquisitive men who bought the railway, then the town the railway ran through.<hr>2. Three years at that firm and he&#x27;s gone properly acquisitive — everything&#x27;s an &quot;investment&quot; now, even the watch.<hr><b>M&amp;A</b> — <i>mergers and acquisitions</i>, the department whose entire job is buying other companies. Any financial paper describing a firm as &quot;highly acquisitive&quot; means exactly that: it grows by swallowing rivals.<hr>Latin <b>quaerere</b> = <i>&quot;to seek, to ask,&quot;</i> plus <i>ad-</i> (&quot;toward&quot;) → <i>acquirere</i>, to seek out and get.<br><br>That root is a GRE goldmine: <b>inquire, require, query, quest, conquest, request, perquisite</b> (your &quot;perks&quot;), <b>exquisite</b> (sought <i>out</i> — hence choice).	g18 register::formal connotation::depends antonym::grasping-for-more-vs-giving-it-away connotation::wanting-money:-the-charge-rising intensity::grades-of-greed meaning::grasping-greed:-wanting-more-and-wanting
